Time Stamp,Name,PTID,LBMP,Marginal Cost Losses,Marginal Cost Congestion,Year,Month,Day,Hour,Day_of_Week,Date
2020-01-01 00:00:00,N.Y.C.,61761,20.74,0.01,-20.62,2020,1,1,0,3,2020-01-01
2020-01-01 01:00:00,N.Y.C.,61761,19.21,0.11,-17.83,2020,1,1,1,3,2020-01-01
2020-01-01 02:00:00,N.Y.C.,61761,17.52,0.01,-17.39,2020,1,1,2,3,2020-01-01
2020-01-01 03:00:00,N.Y.C.,61761,16.74,-0.1,-17.96,2020,1,1,3,3,2020-01-01
2020-01-01 04:00:00,N.Y.C.,61761,19.84,-0.21,-22.55,2020,1,1,4,3,2020-01-01
2020-01-01 05:00:00,N.Y.C.,61761,17.76,0.08,-16.71,2020,1,1,5,3,2020-01-01
2020-01-01 06:00:00,N.Y.C.,61761,17.22,-0.21,-19.92,2020,1,1,6,3,2020-01-01
2020-01-01 07:00:00,N.Y.C.,61761,13.71,0.24,-10.96,2020,1,1,7,3,2020-01-01
2020-01-01 08:00:00,N.Y.C.,61761,15.44,0.48,-9.99,2020,1,1,8,3,2020-01-01
2020-01-01 09:00:00,N.Y.C.,61761,15.86,1.15,-2.41,2020,1,1,9,3,2020-01-01
2020-01-01 10:00:00,N.Y.C.,61761,16.66,1.36,-0.66,2020,1,1,10,3,2020-01-01
2020-01-01 11:00:00,N.Y.C.,61761,18.08,1.54,-0.14,2020,1,1,11,3,2020-01-01
2020-01-01 12:00:00,N.Y.C.,61761,19.91,1.46,-2.24,2020,1,1,12,3,2020-01-01
2020-01-01 13:00:00,N.Y.C.,61761,20.24,1.37,-3.97,2020,1,1,13,3,2020-01-01
2020-01-01 14:00:00,N.Y.C.,61761,20.36,1.23,-5.95,2020,1,1,14,3,2020-01-01
2020-01-01 15:00:00,N.Y.C.,61761,21.09,0.91,-10.4,2020,1,1,15,3,2020-01-01
2020-01-01 16:00:00,N.Y.C.,61761,20.62,0.82,-11.25,2020,1,1,16,3,2020-01-01
2020-01-01 17:00:00,N.Y.C.,61761,23.16,0.19,-20.96,2020,1,1,17,3,2020-01-01
2020-01-01 18:00:00,N.Y.C.,61761,33.52,-0.34,-37.51,2020,1,1,18,3,2020-01-01
2020-01-01 19:00:00,N.Y.C.,61761,35.85,-0.25,-38.87,2020,1,1,19,3,2020-01-01
2020-01-01 20:00:00,N.Y.C.,61761,24.54,0.57,-17.95,2020,1,1,20,3,2020-01-01
2020-01-01 21:00:00,N.Y.C.,61761,21.39,0.79,-12.54,2020,1,1,21,3,2020-01-01
2020-01-01 22:00:00,N.Y.C.,61761,20.4,0.71,-12.1,2020,1,1,22,3,2020-01-01
2020-01-01 23:00:00,N.Y.C.,61761,18.96,0.75,-10.24,2020,1,1,23,3,2020-01-01
2020-01-02 00:00:00,N.Y.C.,61761,18.01,0.33,-13.91,2020,1,2,0,4,2020-01-02
2020-01-02 01:00:00,N.Y.C.,61761,16.27,0.34,-11.93,2020,1,2,1,4,2020-01-02
2020-01-02 02:00:00,N.Y.C.,61761,14.33,0.86,-3.34,2020,1,2,2,4,2020-01-02
2020-01-02 03:00:00,N.Y.C.,61761,17.84,0.72,-8.37,2020,1,2,3,4,2020-01-02
2020-01-02 04:00:00,N.Y.C.,61761,17.73,0.28,-14.03,2020,1,2,4,4,2020-01-02
2020-01-02 05:00:00,N.Y.C.,61761,19.23,0.6,-11.04,2020,1,2,5,4,2020-01-02
2020-01-02 06:00:00,N.Y.C.,61761,21.24,1.09,-7.91,2020,1,2,6,4,2020-01-02
2020-01-02 07:00:00,N.Y.C.,61761,20.51,0.71,-12.75,2020,1,2,7,4,2020-01-02
2020-01-02 08:00:00,N.Y.C.,61761,22.53,0.23,-19.97,2020,1,2,8,4,2020-01-02
2020-01-02 09:00:00,N.Y.C.,61761,17.87,0.3,-14.93,2020,1,2,9,4,2020-01-02
2020-01-02 10:00:00,N.Y.C.,61761,18.34,1.72,-1.42,2020,1,2,10,4,2020-01-02
2020-01-02 11:00:00,N.Y.C.,61761,19.71,1.94,-1.13,2020,1,2,11,4,2020-01-02
2020-01-02 12:00:00,N.Y.C.,61761,20.14,2.03,0.0,2020,1,2,12,4,2020-01-02
2020-01-02 13:00:00,N.Y.C.,61761,20.07,1.97,0.0,2020,1,2,13,4,2020-01-02
2020-01-02 14:00:00,N.Y.C.,61761,20.03,1.97,0.0,2020,1,2,14,4,2020-01-02
2020-01-02 15:00:00,N.Y.C.,61761,20.06,1.8,-1.78,2020,1,2,15,4,2020-01-02
2020-01-02 16:00:00,N.Y.C.,61761,20.67,2.03,-0.87,2020,1,2,16,4,2020-01-02
2020-01-02 17:00:00,N.Y.C.,61761,41.36,4.1,0.0,2020,1,2,17,4,2020-01-02
2020-01-02 18:00:00,N.Y.C.,61761,24.53,2.25,-2.12,2020,1,2,18,4,2020-01-02
2020-01-02 19:00:00,N.Y.C.,61761,21.83,1.72,-5.02,2020,1,2,19,4,2020-01-02
2020-01-02 20:00:00,N.Y.C.,61761,20.71,1.47,-5.75,2020,1,2,20,4,2020-01-02
2020-01-02 21:00:00,N.Y.C.,61761,20.28,1.33,-6.69,2020,1,2,21,4,2020-01-02
2020-01-02 22:00:00,N.Y.C.,61761,19.55,0.76,-11.45,2020,1,2,22,4,2020-01-02
2020-01-02 23:00:00,N.Y.C.,61761,18.99,1.12,-6.57,2020,1,2,23,4,2020-01-02
2020-01-03 00:00:00,N.Y.C.,61761,20.29,0.95,-8.82,2020,1,3,0,5,2020-01-03
2020-01-03 01:00:00,N.Y.C.,61761,15.99,1.0,-3.71,2020,1,3,1,5,2020-01-03
2020-01-03 02:00:00,N.Y.C.,61761,16.19,0.89,-5.05,2020,1,3,2,5,2020-01-03
2020-01-03 03:00:00,N.Y.C.,61761,15.45,0.92,-3.76,2020,1,3,3,5,2020-01-03
2020-01-03 04:00:00,N.Y.C.,61761,18.04,0.67,-9.64,2020,1,3,4,5,2020-01-03
2020-01-03 05:00:00,N.Y.C.,61761,16.05,0.86,-5.04,2020,1,3,5,5,2020-01-03
2020-01-03 06:00:00,N.Y.C.,61761,20.92,1.37,-2.61,2020,1,3,6,5,2020-01-03
2020-01-03 07:00:00,N.Y.C.,61761,21.4,1.79,0.0,2020,1,3,7,5,2020-01-03
2020-01-03 08:00:00,N.Y.C.,61761,22.02,2.08,-0.01,2020,1,3,8,5,2020-01-03
2020-01-03 09:00:00,N.Y.C.,61761,20.7,2.09,-0.42,2020,1,3,9,5,2020-01-03
2020-01-03 10:00:00,N.Y.C.,61761,20.07,2.01,-0.66,2020,1,3,10,5,2020-01-03
2020-01-03 11:00:00,N.Y.C.,61761,19.56,2.03,0.0,2020,1,3,11,5,2020-01-03
2020-01-03 12:00:00,N.Y.C.,61761,19.12,2.0,0.0,2020,1,3,12,5,2020-01-03
2020-01-03 13:00:00,N.Y.C.,61761,22.11,2.22,0.0,2020,1,3,13,5,2020-01-03
2020-01-03 14:00:00,N.Y.C.,61761,23.08,2.26,0.0,2020,1,3,14,5,2020-01-03
2020-01-03 15:00:00,N.Y.C.,61761,22.72,2.24,0.0,2020,1,3,15,5,2020-01-03
2020-01-03 16:00:00,N.Y.C.,61761,23.06,2.35,0.0,2020,1,3,16,5,2020-01-03
2020-01-03 17:00:00,N.Y.C.,61761,23.18,2.37,-0.24,2020,1,3,17,5,2020-01-03
2020-01-03 18:00:00,N.Y.C.,61761,21.72,2.26,0.0,2020,1,3,18,5,2020-01-03
2020-01-03 19:00:00,N.Y.C.,61761,16.48,1.7,0.0,2020,1,3,19,5,2020-01-03
2020-01-03 20:00:00,N.Y.C.,61761,18.95,1.98,0.0,2020,1,3,20,5,2020-01-03
2020-01-03 21:00:00,N.Y.C.,61761,19.01,1.86,0.0,2020,1,3,21,5,2020-01-03
2020-01-03 22:00:00,N.Y.C.,61761,19.02,1.68,0.0,2020,1,3,22,5,2020-01-03
2020-01-03 23:00:00,N.Y.C.,61761,18.98,1.63,0.0,2020,1,3,23,5,2020-01-03
2020-01-04 00:00:00,N.Y.C.,61761,19.16,1.45,-2.52,2020,1,4,0,6,2020-01-04
2020-01-04 01:00:00,N.Y.C.,61761,18.75,1.61,-0.18,2020,1,4,1,6,2020-01-04
2020-01-04 02:00:00,N.Y.C.,61761,19.0,1.65,0.0,2020,1,4,2,6,2020-01-04
2020-01-04 03:00:00,N.Y.C.,61761,17.02,1.47,0.0,2020,1,4,3,6,2020-01-04
2020-01-04 04:00:00,N.Y.C.,61761,17.25,1.46,-0.33,2020,1,4,4,6,2020-01-04
2020-01-04 05:00:00,N.Y.C.,61761,18.17,1.33,-2.38,2020,1,4,5,6,2020-01-04
2020-01-04 06:00:00,N.Y.C.,61761,18.02,1.5,-0.66,2020,1,4,6,6,2020-01-04
2020-01-04 07:00:00,N.Y.C.,61761,17.96,1.65,0.0,2020,1,4,7,6,2020-01-04
2020-01-04 08:00:00,N.Y.C.,61761,20.19,1.83,0.0,2020,1,4,8,6,2020-01-04
2020-01-04 09:00:00,N.Y.C.,61761,24.36,2.25,-0.68,2020,1,4,9,6,2020-01-04
2020-01-04 10:00:00,N.Y.C.,61761,24.14,2.12,-0.87,2020,1,4,10,6,2020-01-04
2020-01-04 11:00:00,N.Y.C.,61761,22.85,1.85,-2.46,2020,1,4,11,6,2020-01-04
2020-01-04 12:00:00,N.Y.C.,61761,21.88,1.91,-0.97,2020,1,4,12,6,2020-01-04
2020-01-04 13:00:00,N.Y.C.,61761,24.31,1.98,0.0,2020,1,4,13,6,2020-01-04
2020-01-04 14:00:00,N.Y.C.,61761,23.45,1.99,0.0,2020,1,4,14,6,2020-01-04
2020-01-04 15:00:00,N.Y.C.,61761,21.29,1.78,-0.51,2020,1,4,15,6,2020-01-04
2020-01-04 16:00:00,N.Y.C.,61761,23.78,1.16,-10.76,2020,1,4,16,6,2020-01-04
2020-01-04 17:00:00,N.Y.C.,61761,25.6,1.89,-4.81,2020,1,4,17,6,2020-01-04
2020-01-04 18:00:00,N.Y.C.,61761,25.77,1.59,-8.73,2020,1,4,18,6,2020-01-04
2020-01-04 19:00:00,N.Y.C.,61761,22.94,1.12,-10.66,2020,1,4,19,6,2020-01-04
2020-01-04 20:00:00,N.Y.C.,61761,20.47,1.65,-2.88,2020,1,4,20,6,2020-01-04
2020-01-04 21:00:00,N.Y.C.,61761,21.26,1.86,0.0,2020,1,4,21,6,2020-01-04
2020-01-04 22:00:00,N.Y.C.,61761,20.69,1.72,-0.65,2020,1,4,22,6,2020-01-04
2020-01-04 23:00:00,N.Y.C.,61761,20.19,1.8,0.0,2020,1,4,23,6,2020-01-04
2020-01-05 00:00:00,N.Y.C.,61761,15.9,1.23,-0.47,2020,1,5,0,7,2020-01-05
2020-01-05 01:00:00,N.Y.C.,61761,18.11,0.93,-5.36,2020,1,5,1,7,2020-01-05
2020-01-05 02:00:00,N.Y.C.,61761,17.59,1.33,-0.07,2020,1,5,2,7,2020-01-05
2020-01-05 03:00:00,N.Y.C.,61761,18.55,0.88,-6.76,2020,1,5,3,7,2020-01-05
2020-01-05 04:00:00,N.Y.C.,61761,18.2,1.29,-1.18,2020,1,5,4,7,2020-01-05
2020-01-05 05:00:00,N.Y.C.,61761,18.89,1.25,-2.43,2020,1,5,5,7,2020-01-05
2020-01-05 06:00:00,N.Y.C.,61761,20.47,1.06,-6.66,2020,1,5,6,7,2020-01-05
2020-01-05 07:00:00,N.Y.C.,61761,19.47,1.32,-4.55,2020,1,5,7,7,2020-01-05
2020-01-05 08:00:00,N.Y.C.,61761,19.3,1.61,-1.92,2020,1,5,8,7,2020-01-05
2020-01-05 09:00:00,N.Y.C.,61761,19.88,1.5,-4.23,2020,1,5,9,7,2020-01-05
2020-01-05 10:00:00,N.Y.C.,61761,19.74,1.42,-5.03,2020,1,5,10,7,2020-01-05
2020-01-05 11:00:00,N.Y.C.,61761,19.5,1.18,-7.34,2020,1,5,11,7,2020-01-05
2020-01-05 12:00:00,N.Y.C.,61761,93.95,1.02,-83.7,2020,1,5,12,7,2020-01-05
2020-01-05 13:00:00,N.Y.C.,61761,225.92,0.86,-216.92,2020,1,5,13,7,2020-01-05
2020-01-05 14:00:00,N.Y.C.,61761,29.15,1.02,-18.42,2020,1,5,14,7,2020-01-05
2020-01-05 15:00:00,N.Y.C.,61761,51.72,0.65,-44.63,2020,1,5,15,7,2020-01-05
2020-01-05 16:00:00,N.Y.C.,61761,27.53,1.92,-6.2,2020,1,5,16,7,2020-01-05
2020-01-05 17:00:00,N.Y.C.,61761,105.82,5.11,-46.03,2020,1,5,17,7,2020-01-05
2020-01-05 18:00:00,N.Y.C.,61761,30.23,1.85,-9.27,2020,1,5,18,7,2020-01-05
2020-01-05 19:00:00,N.Y.C.,61761,25.86,1.52,-8.36,2020,1,5,19,7,2020-01-05
2020-01-05 20:00:00,N.Y.C.,61761,28.36,1.1,-15.72,2020,1,5,20,7,2020-01-05
2020-01-05 21:00:00,N.Y.C.,61761,32.92,1.12,-20.21,2020,1,5,21,7,2020-01-05
2020-01-05 22:00:00,N.Y.C.,61761,22.6,0.8,-12.87,2020,1,5,22,7,2020-01-05
2020-01-05 23:00:00,N.Y.C.,61761,20.21,1.12,-6.63,2020,1,5,23,7,2020-01-05
2020-01-06 00:00:00,N.Y.C.,61761,16.99,1.09,-2.72,2020,1,6,0,1,2020-01-06
2020-01-06 01:00:00,N.Y.C.,61761,17.21,1.22,-0.95,2020,1,6,1,1,2020-01-06
2020-01-06 02:00:00,N.Y.C.,61761,18.22,1.13,-2.55,2020,1,6,2,1,2020-01-06
2020-01-06 03:00:00,N.Y.C.,61761,16.83,1.01,-2.93,2020,1,6,3,1,2020-01-06
2020-01-06 04:00:00,N.Y.C.,61761,16.89,1.1,-2.01,2020,1,6,4,1,2020-01-06
2020-01-06 05:00:00,N.Y.C.,61761,21.2,1.13,-6.38,2020,1,6,5,1,2020-01-06
2020-01-06 06:00:00,N.Y.C.,61761,23.21,1.73,-1.9,2020,1,6,6,1,2020-01-06
2020-01-06 07:00:00,N.Y.C.,61761,31.68,2.58,-2.53,2020,1,6,7,1,2020-01-06
2020-01-06 08:00:00,N.Y.C.,61761,58.72,2.43,-32.8,2020,1,6,8,1,2020-01-06
2020-01-06 09:00:00,N.Y.C.,61761,55.48,1.43,-40.56,2020,1,6,9,1,2020-01-06
2020-01-06 10:00:00,N.Y.C.,61761,231.51,1.42,-216.48,2020,1,6,10,1,2020-01-06
2020-01-06 11:00:00,N.Y.C.,61761,76.3,0.77,-68.25,2020,1,6,11,1,2020-01-06
2020-01-06 12:00:00,N.Y.C.,61761,61.07,0.11,-59.99,2020,1,6,12,1,2020-01-06
2020-01-06 13:00:00,N.Y.C.,61761,27.11,0.04,-26.68,2020,1,6,13,1,2020-01-06
2020-01-06 14:00:00,N.Y.C.,61761,25.49,0.18,-23.5,2020,1,6,14,1,2020-01-06
2020-01-06 15:00:00,N.Y.C.,61761,25.03,0.7,-17.78,2020,1,6,15,1,2020-01-06
2020-01-06 16:00:00,N.Y.C.,61761,31.45,2.71,-2.18,2020,1,6,16,1,2020-01-06
2020-01-06 17:00:00,N.Y.C.,61761,53.22,4.58,1.39,2020,1,6,17,1,2020-01-06
2020-01-06 18:00:00,N.Y.C.,61761,22.54,1.8,-2.71,2020,1,6,18,1,2020-01-06
2020-01-06 19:00:00,N.Y.C.,61761,20.27,0.69,-12.72,2020,1,6,19,1,2020-01-06
2020-01-06 20:00:00,N.Y.C.,61761,21.5,1.67,-2.81,2020,1,6,20,1,2020-01-06
2020-01-06 21:00:00,N.Y.C.,61761,20.69,1.67,-2.61,2020,1,6,21,1,2020-01-06
2020-01-06 22:00:00,N.Y.C.,61761,15.47,0.96,-4.89,2020,1,6,22,1,2020-01-06
2020-01-06 23:00:00,N.Y.C.,61761,19.69,0.21,-17.32,2020,1,6,23,1,2020-01-06
2020-01-07 00:00:00,N.Y.C.,61761,18.39,-0.2,-20.78,2020,1,7,0,2,2020-01-07
2020-01-07 01:00:00,N.Y.C.,61761,16.61,-0.12,-18.01,2020,1,7,1,2,2020-01-07
2020-01-07 02:00:00,N.Y.C.,61761,16.52,0.04,-15.95,2020,1,7,2,2,2020-01-07
2020-01-07 03:00:00,N.Y.C.,61761,17.17,1.11,-3.22,2020,1,7,3,2,2020-01-07
2020-01-07 04:00:00,N.Y.C.,61761,18.1,1.21,-2.71,2020,1,7,4,2,2020-01-07
2020-01-07 05:00:00,N.Y.C.,61761,20.51,1.45,-2.23,2020,1,7,5,2,2020-01-07
2020-01-07 06:00:00,N.Y.C.,61761,24.22,1.76,-4.06,2020,1,7,6,2,2020-01-07
2020-01-07 07:00:00,N.Y.C.,61761,34.54,3.2,-0.01,2020,1,7,7,2,2020-01-07
2020-01-07 08:00:00,N.Y.C.,61761,25.38,2.19,-3.58,2020,1,7,8,2,2020-01-07
2020-01-07 09:00:00,N.Y.C.,61761,21.86,2.04,-2.0,2020,1,7,9,2,2020-01-07
2020-01-07 10:00:00,N.Y.C.,61761,19.41,1.71,-2.33,2020,1,7,10,2,2020-01-07
2020-01-07 11:00:00,N.Y.C.,61761,18.88,1.71,-2.15,2020,1,7,11,2,2020-01-07
2020-01-07 12:00:00,N.Y.C.,61761,20.88,1.99,-1.29,2020,1,7,12,2,2020-01-07
2020-01-07 13:00:00,N.Y.C.,61761,22.46,2.17,-0.65,2020,1,7,13,2,2020-01-07
2020-01-07 14:00:00,N.Y.C.,61761,21.62,1.99,-0.97,2020,1,7,14,2,2020-01-07
2020-01-07 15:00:00,N.Y.C.,61761,71.67,1.95,-51.94,2020,1,7,15,2,2020-01-07
2020-01-07 16:00:00,N.Y.C.,61761,49.24,1.83,-30.99,2020,1,7,16,2,2020-01-07
2020-01-07 17:00:00,N.Y.C.,61761,34.73,2.09,-13.95,2020,1,7,17,2,2020-01-07
2020-01-07 18:00:00,N.Y.C.,61761,87.76,2.15,-67.12,2020,1,7,18,2,2020-01-07
2020-01-07 19:00:00,N.Y.C.,61761,64.88,1.79,-47.58,2020,1,7,19,2,2020-01-07
2020-01-07 20:00:00,N.Y.C.,61761,29.75,2.08,-9.84,2020,1,7,20,2,2020-01-07
2020-01-07 21:00:00,N.Y.C.,61761,21.55,1.24,-9.15,2020,1,7,21,2,2020-01-07
2020-01-07 22:00:00,N.Y.C.,61761,20.18,0.37,-16.15,2020,1,7,22,2,2020-01-07
2020-01-07 23:00:00,N.Y.C.,61761,16.49,1.23,-3.43,2020,1,7,23,2,2020-01-07
2020-01-08 00:00:00,N.Y.C.,61761,17.39,1.58,-0.25,2020,1,8,0,3,2020-01-08
2020-01-08 01:00:00,N.Y.C.,61761,18.32,0.91,-8.34,2020,1,8,1,3,2020-01-08
2020-01-08 02:00:00,N.Y.C.,61761,14.19,1.08,-1.95,2020,1,8,2,3,2020-01-08
2020-01-08 03:00:00,N.Y.C.,61761,16.69,0.86,-7.01,2020,1,8,3,3,2020-01-08
2020-01-08 04:00:00,N.Y.C.,61761,16.89,1.11,-4.11,2020,1,8,4,3,2020-01-08
2020-01-08 05:00:00,N.Y.C.,61761,18.69,0.85,-8.75,2020,1,8,5,3,2020-01-08
2020-01-08 06:00:00,N.Y.C.,61761,22.38,1.21,-8.31,2020,1,8,6,3,2020-01-08
2020-01-08 07:00:00,N.Y.C.,61761,25.77,2.44,0.2,2020,1,8,7,3,2020-01-08
2020-01-08 08:00:00,N.Y.C.,61761,25.61,2.61,0.15,2020,1,8,8,3,2020-01-08
2020-01-08 09:00:00,N.Y.C.,61761,22.87,1.1,-12.07,2020,1,8,9,3,2020-01-08
2020-01-08 10:00:00,N.Y.C.,61761,23.07,0.47,-18.6,2020,1,8,10,3,2020-01-08
2020-01-08 11:00:00,N.Y.C.,61761,20.24,0.47,-15.71,2020,1,8,11,3,2020-01-08
2020-01-08 12:00:00,N.Y.C.,61761,19.72,0.59,-13.86,2020,1,8,12,3,2020-01-08
2020-01-08 13:00:00,N.Y.C.,61761,20.29,-0.13,-21.47,2020,1,8,13,3,2020-01-08
2020-01-08 14:00:00,N.Y.C.,61761,20.45,1.08,-10.27,2020,1,8,14,3,2020-01-08
2020-01-08 15:00:00,N.Y.C.,61761,20.99,0.39,-17.33,2020,1,8,15,3,2020-01-08
2020-01-08 16:00:00,N.Y.C.,61761,20.48,1.61,-5.57,2020,1,8,16,3,2020-01-08
2020-01-08 17:00:00,N.Y.C.,61761,20.92,2.06,-1.94,2020,1,8,17,3,2020-01-08
2020-01-08 18:00:00,N.Y.C.,61761,21.62,1.58,-6.86,2020,1,8,18,3,2020-01-08
2020-01-08 19:00:00,N.Y.C.,61761,23.88,1.73,-7.39,2020,1,8,19,3,2020-01-08
2020-01-08 20:00:00,N.Y.C.,61761,25.25,1.65,-9.63,2020,1,8,20,3,2020-01-08
2020-01-08 21:00:00,N.Y.C.,61761,23.14,1.93,-5.14,2020,1,8,21,3,2020-01-08
2020-01-08 22:00:00,N.Y.C.,61761,22.35,1.87,-3.15,2020,1,8,22,3,2020-01-08
2020-01-08 23:00:00,N.Y.C.,61761,21.53,1.55,-5.23,2020,1,8,23,3,2020-01-08
2020-01-09 00:00:00,N.Y.C.,61761,19.33,1.13,-7.18,2020,1,9,0,4,2020-01-09
2020-01-09 01:00:00,N.Y.C.,61761,17.4,0.92,-7.41,2020,1,9,1,4,2020-01-09
2020-01-09 02:00:00,N.Y.C.,61761,16.09,1.01,-5.3,2020,1,9,2,4,2020-01-09
2020-01-09 03:00:00,N.Y.C.,61761,16.53,1.16,-3.83,2020,1,9,3,4,2020-01-09
2020-01-09 04:00:00,N.Y.C.,61761,18.51,1.69,0.0,2020,1,9,4,4,2020-01-09
2020-01-09 05:00:00,N.Y.C.,61761,22.49,1.81,-2.8,2020,1,9,5,4,2020-01-09
2020-01-09 06:00:00,N.Y.C.,61761,25.29,2.18,-1.95,2020,1,9,6,4,2020-01-09
2020-01-09 07:00:00,N.Y.C.,61761,29.64,2.89,0.0,2020,1,9,7,4,2020-01-09
2020-01-09 08:00:00,N.Y.C.,61761,25.52,2.48,0.0,2020,1,9,8,4,2020-01-09
2020-01-09 09:00:00,N.Y.C.,61761,20.4,2.0,-0.13,2020,1,9,9,4,2020-01-09
2020-01-09 10:00:00,N.Y.C.,61761,20.14,1.88,-1.28,2020,1,9,10,4,2020-01-09
2020-01-09 11:00:00,N.Y.C.,61761,22.27,2.22,-0.08,2020,1,9,11,4,2020-01-09
2020-01-09 12:00:00,N.Y.C.,61761,21.88,2.15,-0.58,2020,1,9,12,4,2020-01-09
2020-01-09 13:00:00,N.Y.C.,61761,19.88,2.03,-0.54,2020,1,9,13,4,2020-01-09
2020-01-09 14:00:00,N.Y.C.,61761,18.92,2.03,0.16,2020,1,9,14,4,2020-01-09
2020-01-09 15:00:00,N.Y.C.,61761,25.78,2.83,0.51,2020,1,9,15,4,2020-01-09
2020-01-09 16:00:00,N.Y.C.,61761,29.84,3.16,0.17,2020,1,9,16,4,2020-01-09
2020-01-09 17:00:00,N.Y.C.,61761,36.34,3.58,0.79,2020,1,9,17,4,2020-01-09
2020-01-09 18:00:00,N.Y.C.,61761,36.13,3.73,0.68,2020,1,9,18,4,2020-01-09
2020-01-09 19:00:00,N.Y.C.,61761,33.31,3.33,-1.06,2020,1,9,19,4,2020-01-09
2020-01-09 20:00:00,N.Y.C.,61761,33.98,2.66,-8.35,2020,1,9,20,4,2020-01-09
2020-01-09 21:00:00,N.Y.C.,61761,34.19,0.71,-27.07,2020,1,9,21,4,2020-01-09
2020-01-09 22:00:00,N.Y.C.,61761,28.13,-0.34,-31.58,2020,1,9,22,4,2020-01-09
2020-01-09 23:00:00,N.Y.C.,61761,27.98,-0.35,-31.8,2020,1,9,23,4,2020-01-09
2020-01-10 00:00:00,N.Y.C.,61761,20.12,-0.03,-20.47,2020,1,10,0,5,2020-01-10
2020-01-10 01:00:00,N.Y.C.,61761,20.26,-0.24,-23.17,2020,1,10,1,5,2020-01-10
2020-01-10 02:00:00,N.Y.C.,61761,16.88,-0.17,-19.05,2020,1,10,2,5,2020-01-10
2020-01-10 03:00:00,N.Y.C.,61761,17.88,0.05,-17.28,2020,1,10,3,5,2020-01-10
2020-01-10 04:00:00,N.Y.C.,61761,18.45,-0.2,-20.91,2020,1,10,4,5,2020-01-10
2020-01-10 05:00:00,N.Y.C.,61761,19.57,0.09,-18.29,2020,1,10,5,5,2020-01-10
2020-01-10 06:00:00,N.Y.C.,61761,26.64,-0.2,-29.01,2020,1,10,6,5,2020-01-10
2020-01-10 07:00:00,N.Y.C.,61761,30.61,0.41,-26.19,2020,1,10,7,5,2020-01-10
2020-01-10 08:00:00,N.Y.C.,61761,29.32,0.4,-25.17,2020,1,10,8,5,2020-01-10
2020-01-10 09:00:00,N.Y.C.,61761,25.57,1.12,-14.79,2020,1,10,9,5,2020-01-10
2020-01-10 10:00:00,N.Y.C.,61761,22.3,0.94,-13.07,2020,1,10,10,5,2020-01-10
2020-01-10 11:00:00,N.Y.C.,61761,21.97,1.08,-10.86,2020,1,10,11,5,2020-01-10
2020-01-10 12:00:00,N.Y.C.,61761,21.94,0.89,-12.66,2020,1,10,12,5,2020-01-10
2020-01-10 13:00:00,N.Y.C.,61761,20.22,0.99,-9.73,2020,1,10,13,5,2020-01-10
2020-01-10 14:00:00,N.Y.C.,61761,20.7,1.87,-0.78,2020,1,10,14,5,2020-01-10
2020-01-10 15:00:00,N.Y.C.,61761,22.61,1.76,-3.56,2020,1,10,15,5,2020-01-10
2020-01-10 16:00:00,N.Y.C.,61761,27.05,1.7,-8.11,2020,1,10,16,5,2020-01-10
2020-01-10 17:00:00,N.Y.C.,61761,28.64,0.05,-28.02,2020,1,10,17,5,2020-01-10
2020-01-10 18:00:00,N.Y.C.,61761,24.08,1.49,-7.48,2020,1,10,18,5,2020-01-10
2020-01-10 19:00:00,N.Y.C.,61761,22.29,1.99,-0.43,2020,1,10,19,5,2020-01-10
2020-01-10 20:00:00,N.Y.C.,61761,19.55,1.82,0.0,2020,1,10,20,5,2020-01-10
2020-01-10 21:00:00,N.Y.C.,61761,16.87,1.36,-2.57,2020,1,10,21,5,2020-01-10
2020-01-10 22:00:00,N.Y.C.,61761,14.71,1.14,-2.62,2020,1,10,22,5,2020-01-10
2020-01-10 23:00:00,N.Y.C.,61761,15.29,1.39,0.0,2020,1,10,23,5,2020-01-10
2020-01-11 00:00:00,N.Y.C.,61761,15.39,1.3,0.0,2020,1,11,0,6,2020-01-11
2020-01-11 01:00:00,N.Y.C.,61761,14.07,1.08,-0.34,2020,1,11,1,6,2020-01-11
2020-01-11 02:00:00,N.Y.C.,61761,13.34,1.0,-0.28,2020,1,11,2,6,2020-01-11
2020-01-11 03:00:00,N.Y.C.,61761,13.92,0.18,-11.61,2020,1,11,3,6,2020-01-11
2020-01-11 04:00:00,N.Y.C.,61761,14.02,0.02,-13.82,2020,1,11,4,6,2020-01-11
2020-01-11 05:00:00,N.Y.C.,61761,16.93,-0.07,-17.81,2020,1,11,5,6,2020-01-11
2020-01-11 06:00:00,N.Y.C.,61761,14.51,0.51,-8.1,2020,1,11,6,6,2020-01-11
2020-01-11 07:00:00,N.Y.C.,61761,18.23,-0.32,-22.16,2020,1,11,7,6,2020-01-11
2020-01-11 08:00:00,N.Y.C.,61761,18.34,-0.25,-21.27,2020,1,11,8,6,2020-01-11
2020-01-11 09:00:00,N.Y.C.,61761,17.11,0.01,-16.99,2020,1,11,9,6,2020-01-11
2020-01-11 10:00:00,N.Y.C.,61761,16.38,-0.2,-18.47,2020,1,11,10,6,2020-01-11
2020-01-11 11:00:00,N.Y.C.,61761,13.22,-0.12,-14.45,2020,1,11,11,6,2020-01-11
2020-01-11 12:00:00,N.Y.C.,61761,79.13,-0.07,-79.87,2020,1,11,12,6,2020-01-11
